species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Ni 1,3024.591241630777,3024.5968,3024.39,3024.65,0.38878244161605835,0.602,0.7276979,0.47999534,0.6112175583839417,0.398,-3.139,1.9354,2.0,6.0346,3.0,1.03,1.36,1.68,7.4,-4.66,-7.47,1619022645.6217825,True
Fe 1,3024.913094266627,3024.9131,3024.66,3025.05,0.033561259508132935,0.006000000000000005,0.4773157,0.26138455,0.9664387404918671,0.994,-1.476,0.1101,1.0,4.2089,2.0,1.5,1.49,1.49,6.88,-6.13,300.272,7349484084.241418,True
Fe 1,3025.0949637479785,3025.1062,3025.06,3025.15,0.23973685503005981,0.131,0.26511914,0.34825101,0.7602631449699402,0.869,-1.836,3.241,3.0,7.3395,3.0,1.5,1.28,1.39,7.76,-3.95,-7.28,804120137.3240244,True
Cr 1,3025.2281751843643,3025.229,3025.16,3025.4,0.11346328258514404,0.02100000000000002,0.3460339,0.71798855,0.886536717414856,0.979,-0.061,0.9829,2.0,5.0812,2.0,1.5,1.76,1.63,8.28,-5.38,371.28,11933014198.61733,True
Fe 1,3025.5843080787467,3025.5698,3025.41,3025.57,0.48553115129470825,0.815,0.718203,0.48799652,0.5144688487052917,0.185,-3.174,3.3014,4.0,7.3993,3.0,0.81,1.14,0.31,7.44,-4.3,-7.29,929367635.9400249,True
Fe 1,3025.664735652961,3025.68,3025.41,3025.75,0.31451570987701416,0.13,0.718203,0.65677786,0.6854842901229858,0.87,-2.147,2.9398,4.0,7.0376,5.0,1.75,1.38,0.65,7.4,-3.77,-7.33,5054317020.063177,True
V 2,3025.859627470683,3025.8623,3025.76,3025.99,0.25087642669677734,0.32299999999999995,0.65443695,0.6686118,0.7491235733032227,0.677,-0.557,2.3722,2.0,6.4696,1.0,1.38,1.85,1.15,8.46,-6.49,-7.86,7531768654.652695,True
Cr 1,3026.16432547382,3026.1617,3026.0,3026.21,0.14318227767944336,0.6779999999999999,0.66686827,0.26035395,0.8568177223205566,0.322,-1.018,3.0106,4.0,7.1077,5.0,1.51,1.38,1.13,8.31,-5.06,-7.55,8577943496.5823965,True
Cr 1,3026.2843972391674,3026.2846,3026.22,3026.37,0.10727345943450928,0.027000000000000024,0.26536924,0.31103855,0.8927265405654907,0.973,-0.328,0.9829,2.0,5.0798,2.0,1.5,1.28,1.39,8.55,-5.71,-7.64,5082693698.5014105,True
Fe 1,3026.525158707247,3026.5172,3026.38,3026.59,0.044297873973846436,0.01200000000000001,0.3069001,0.073074624,0.9557021260261536,0.988,0.019,2.4041,6.0,6.5007,6.0,1.16,1.18,1.17,8.1,-6.08,-7.79,3660826946.3416348,True
Fe 1,3026.7224849003105,3026.7233,3026.6,3027.04,0.02476753294467926,0.0050000000000000044,0.07323683,0.2927042,0.9752324670553207,0.995,-0.844,0.1213,0.0,4.2176,1.0,0.0,1.49,1.49,8.3,-6.16,277.264,2274399332.2314687,True
OH 1,3027.0986649437473,3027.1022,3027.05,3027.16,0.2727837860584259,0.786,0.2942322,0.33165166,0.7272162139415741,0.214,-1.609,1.6909,24.5,5.7867,24.5,99.0,99.0,99.0,0.0,0.0,0.0,226891991.2177661,True
Fe 1,3027.340224988869,3027.343,3027.17,3027.46,0.03606146574020386,0.007000000000000006,0.33188176,0.22943962,0.9639385342597961,0.993,-1.122,0.9901,2.0,5.0856,2.0,1.0,1.0,1.0,8.78,-5.79,446.294,6818321100.221002,True
Cr 2,3027.511608509724,3027.5229,3027.47,3027.63,0.16572093963623047,0.08699999999999997,0.2279007,0.6437733,0.8342790603637695,0.913,0.343,4.4272,5.5,8.5224,5.5,1.09,1.09,1.09,8.44,-6.53,229.196,6692051315.006139,True
Cr 2,3027.7095652438934,3027.7111,3027.64,3027.77,0.4020867347717285,0.22499999999999998,0.64048344,0.5942814,0.5979132652282715,0.775,-1.1,4.0116,3.5,8.1066,4.5,1.14,1.12,1.08,8.31,-6.59,214.238,2943233804.605927,True
Fe 1,3027.8853259568314,3027.8936,3027.78,3028.35,0.39094746112823486,0.128,0.5851294,0.9009378,0.6090525388717651,0.872,-1.789,3.2671,5.0,7.3618,4.0,1.03,1.25,0.6,7.82,-3.96,-7.22,4540367862.619821,True
Gd 2,3028.477959328753,3028.4826,3028.36,3028.53,0.47007060050964355,0.378,0.90078086,0.66275185,0.5299293994903564,0.622,0.2,0.1437,5.5,4.2376,5.5,1.74,1.81,1.77,0.0,0.0,0.0,4497169429.321487,True
Fe 1,3028.580335354405,3028.5822,3028.54,3028.65,0.5321412086486816,0.15900000000000003,0.65755135,0.84729284,0.46785879135131836,0.841,-2.786,2.4534,4.0,6.5472,5.0,0.81,1.17,1.87,7.75,-4.76,-7.51,2743171804.428577,True
Fe 1,3028.742016793435,3028.7387,3028.66,3028.82,0.38109612464904785,0.08999999999999997,0.85191166,0.78857666,0.6189038753509521,0.91,-2.163,2.5881,3.0,6.6817,3.0,1.07,1.48,1.27,7.84,-5.47,-7.54,8726535861.752693,True
V 2,3028.931057944548,3028.9345,3028.83,3028.96,0.28813624382019043,0.30700000000000005,0.7903512,0.33157715,0.7118637561798096,0.693,-0.52,2.3763,1.0,6.4696,1.0,1.4,1.85,1.63,8.46,-6.47,-7.86,5609945010.904471,True
Cr 2,3028.9917513377054,3029.0059,3028.97,3029.1,0.3070474863052368,0.132,0.33172518,0.8470724,0.6929525136947632,0.868,-0.186,4.41,2.5,8.5032,2.5,0.86,0.87,0.86,8.4,-6.49,190.236,5955422864.1160555,True
OH 1,3029.1737971550183,3029.1764,3029.11,3029.25,0.6815586090087891,0.795,0.844541,0.892476,0.31844139099121094,0.205,-1.627,1.6932,23.5,5.7862,23.5,99.0,99.0,99.0,0.0,0.0,0.0,1327661932.8149753,True
Fe 1,3029.3413971758073,3029.35,3029.26,3029.46,0.5012755393981934,0.22399999999999998,0.8890902,0.94163996,0.49872446060180664,0.776,-2.405,3.0173,2.0,7.11,3.0,1.48,1.33,1.17,7.68,-5.88,-7.69,5992404760.164045,True
Fe 1,3029.633066607085,3029.6306,3029.47,3029.65,0.7510185241699219,0.621,0.9420833,0.76287544,0.24898147583007812,0.379,-3.471,2.5881,3.0,6.6805,4.0,1.07,1.35,1.77,6.51,-5.96,-7.8,358688714.3627486,True
Fe 1,3029.7510539585555,3029.7531,3029.66,3029.85,0.32526445388793945,0.08999999999999997,0.7676478,0.80669725,0.6747355461120605,0.91,-1.404,3.2671,5.0,7.3593,5.0,1.03,1.23,1.13,8.26,-4.27,-7.28,9673659676.30947,True
Fe 1,3029.9494779382567,3029.9588,3029.86,3029.97,0.46145498752593994,0.5469999999999999,0.8063888,0.48244593,0.5385450124740601,0.453,-2.914,3.0385,2.0,7.1304,3.0,2.33,1.2,0.06,7.46,-4.64,-7.32,2519529608.9673867,True
Fe 1,3030.1024627069783,3030.1157,3029.98,3030.27,0.11837169528007507,0.031000000000000028,0.48624328,0.87156004,0.8816283047199249,0.969,-2.173,1.5574,3.0,5.6491,3.0,1.09,0.77,0.93,7.3,-6.22,-7.84,15259222290.22233,True
Mn 2,3030.325177035907,3030.3205,3030.28,3030.35,0.811904788017273,0.762,0.86617666,0.824852,0.18809521198272705,0.238,-1.673,4.3284,4.0,8.4198,4.0,1.05,0.79,0.92,8.44,-6.57,-7.87,85634128.80951966,True
V 2,3030.4484126791895,3030.4518,3030.36,3030.51,0.46837663650512695,0.19599999999999995,0.82488525,0.76469487,0.531623363494873,0.804,-0.914,1.7037,3.0,5.795,2.0,1.62,1.48,1.76,8.26,-6.46,-7.87,4845946563.650144,True
Ti 2,3030.608111883657,3030.6099,3030.52,3030.74,0.18816900253295898,0.03500000000000003,0.77035075,0.8718485,0.811830997467041,0.965,-0.35,1.5718,4.5,5.6628,4.5,0.91,0.91,0.91,8.31,-6.44,-7.85,19976933400.17186,True
Fe 1,3030.9224442947957,3030.9064,3030.75,3030.94,0.2507202625274658,0.08999999999999997,0.8714452,0.27157027,0.7492797374725342,0.91,-1.445,3.241,3.0,7.3316,4.0,1.5,1.44,1.34,7.84,-3.92,-7.15,6918879054.452533,True
Fe 1,3031.0431167124307,3031.0301,3030.95,3031.08,0.05925285816192627,0.014000000000000012,0.27688345,0.07728393,0.9407471418380737,0.986,-0.117,2.4327,5.0,6.5232,5.0,1.04,1.03,1.04,8.02,-5.23,-7.67,4040074438.429949,True
Cr 1,3031.0970571002863,3031.1262,3031.09,3031.37,0.07449567317962646,0.02200000000000002,0.07694485,0.894378,0.9255043268203735,0.978,-0.06,1.0037,3.0,5.094,3.0,1.5,1.25,1.37,8.59,-5.91,373.28,11936341338.65255,True
Fe 1,3031.4859937800657,3031.4858,3031.38,3031.55,0.4318070411682129,0.09499999999999997,0.89504987,0.7894346,0.5681929588317871,0.905,-2.564,2.2786,2.0,6.3685,3.0,1.51,1.1,0.69,7.71,-5.52,-7.66,7410351442.670027,True
Fe 1,3031.642432115611,3031.6445,3031.56,3031.73,0.3422129154205322,0.33799999999999997,0.8020853,0.69530874,0.6577870845794678,0.662,-2.649,2.9904,4.0,7.08,5.0,1.05,0.83,0.4,7.92,-6.12,-7.79,8301809853.316033,True
Zr 2,3031.810813789431,3031.8014,3031.74,3031.86,0.4286571741104126,0.119,0.6918188,0.5427001,0.5713428258895874,0.881,-1.04,0.0,1.5,4.0895,1.5,0.4,0.81,0.6,0.0,0.0,0.0,2393971616.7083807,True
Mn 2,3031.9404882638223,3031.9329,3031.87,3032.0,0.25773704051971436,0.121,0.5401462,0.37040883,0.7422629594802856,0.879,0.117,4.31,5.0,8.3992,6.0,1.2,1.16,1.05,8.43,-6.57,-7.87,3805460980.1235228,True
Fe 1,3032.100845778221,3032.0955,3032.01,3032.16,0.07258480787277222,0.015000000000000013,0.3667409,0.15065923,0.9274151921272278,0.985,-0.162,2.4534,4.0,6.5425,4.0,0.81,0.81,0.81,8.08,-6.05,-7.79,6283516854.210897,True
Fe 1,3032.2099043876833,3032.2069,3032.17,3032.3,0.09505635499954224,0.06999999999999995,0.14569864,0.47445554,0.9049436450004578,0.93,-1.389,2.998,3.0,7.087,3.0,1.91,1.6,1.75,7.56,-3.69,-7.3,7645690812.569563,True
Cr 1,3032.374585909972,3032.3724,3032.31,3032.4,0.23067164421081543,0.33499999999999996,0.46863577,0.2615033,0.7693283557891846,0.665,-0.501,2.9826,5.0,7.0713,4.0,1.04,1.11,0.9,8.22,-5.65,-7.7,2838721751.779474,True
Fe 1,3032.5226508833975,3032.5191,3032.41,3032.66,0.039644718170166016,0.008000000000000007,0.266082,0.39799768,0.960355281829834,0.992,-1.244,1.0111,1.0,5.0995,1.0,-0.01,-0.01,-0.01,8.78,-5.78,449.293,9724209046.385777,True
Ni 1,3032.7461205681807,3032.7466,3032.67,3032.98,0.10442626476287842,0.06299999999999994,0.39441252,0.88449293,0.8955737352371216,0.937,-3.753,0.0,4.0,4.0882,4.0,1.22,1.25,1.24,7.81,-6.19,-7.82,16632483051.90779,True
Fe 1,3033.11215922121,3033.1106,3032.99,3033.22,0.44378209114074707,0.32499999999999996,0.8846247,0.92050797,0.5562179088592529,0.675,-2.548,3.0713,1.0,7.159,1.0,1.47,2.26,1.86,7.56,-4.87,-7.27,6834237954.358931,True
Ni 2,3033.339054412191,3033.3382,3033.23,3033.52,0.5263833999633789,0.33999999999999997,0.9184773,0.95323014,0.4736166000366211,0.66,-2.886,2.8651,2.5,6.9524,2.5,1.43,0.99,1.21,8.62,-6.63,-7.92,5082138272.850376,True
Cr 2,3033.7937312611657,3033.7999,3033.53,3033.87,0.26226806640625,0.06999999999999995,0.95328575,0.67348355,0.73773193359375,0.93,-1.313,2.7056,2.5,6.7924,3.5,1.59,1.43,1.23,0.0,0.0,235.279,9587713086.620205,True
Fe 1,3033.9773933556367,3033.9809,3033.88,3034.15,0.28774189949035645,0.051000000000000045,0.67912734,0.9557821,0.7122581005096436,0.949,-1.662,2.4242,1.0,6.5107,1.0,1.5,0.7,1.1,8.23,-6.07,-7.76,12113731747.0386,True
V 2,3034.318721009391,3034.3184,3034.16,3034.4,0.3369731903076172,0.08999999999999997,0.95592123,0.8628938,0.6630268096923828,0.91,0.62,2.5247,6.0,6.6108,7.0,1.14,1.11,1.02,8.31,-6.45,-7.87,13467691244.980274,True
Mn 2,3034.4709603891934,3034.4713,3034.41,3034.57,0.6076443195343018,0.402,0.8585417,0.94717246,0.39235568046569824,0.598,-0.805,4.5086,1.0,8.5945,0.0,1.47,0.0,1.47,8.43,-6.47,-7.88,3232927645.2293363,True
V 2,3034.70239660571,3034.7024,3034.58,3034.78,0.2864682674407959,0.061000000000000054,0.9469696,0.77295816,0.7135317325592041,0.939,0.255,1.8171,5.0,5.9026,6.0,1.17,1.13,1.03,8.28,-6.53,-7.87,15018927986.659767,True
OH 1,3034.8253690376887,3034.8263,3034.79,3034.86,0.7377787232398987,0.829,0.7766539,0.7850985,0.2622212767601013,0.171,-1.902,1.4981,16.5,5.5835,16.5,99.0,99.0,99.0,0.0,0.0,0.0,135700943.80550212,True
Gd 2,3034.9440188462227,3034.9342,3034.87,3034.97,0.5710639953613281,0.344,0.7927517,0.6059905,0.4289360046386719,0.656,0.14,0.0325,3.5,4.1177,3.5,2.08,2.15,2.12,0.0,0.0,0.0,1162506973.3226888,True
Cr 1,3035.0674267555974,3035.0712,3034.98,3035.18,0.2264540195465088,0.03700000000000003,0.60847247,0.8894406,0.7735459804534912,0.963,-0.66,1.0037,3.0,5.0887,3.0,1.5,1.64,1.57,8.16,-5.31,372.28,14304246674.017443,True
Fe 1,3035.388953139434,3035.3672,3035.19,3035.62,0.057486265897750854,0.04200000000000004,0.88674176,0.73807716,0.9425137341022491,0.958,-2.419,1.6079,2.0,5.6925,3.0,0.67,0.93,1.19,7.8,-6.09,-7.81,22403883002.096756,True
Mn 2,3035.6860135632314,3035.69,3035.63,3035.77,0.6000878810882568,0.40900000000000003,0.7343456,0.9097541,0.39991211891174316,0.591,-0.829,4.4975,2.0,8.5817,1.0,1.46,1.47,1.46,8.46,-6.47,-7.88,2113736141.8350468,True
Cr 2,3035.86398737937,3035.8642,3035.78,3035.99,0.5334353446960449,0.268,0.9098663,0.9390289,0.4665646553039551,0.732,-1.204,4.0423,2.5,8.1263,3.5,0.92,0.91,0.9,8.28,-6.6,215.221,5265330310.009794,True
Fe 1,3036.1390325361504,3036.1216,3036.0,3036.13,0.8682325929403305,0.796,0.9391484,0.8686241,0.1317674070596695,0.204,-3.791,2.6085,2.0,6.6921,1.0,0.66,1.49,0.25,7.82,-5.13,-7.7,60332574.66857115,True
Mn 2,3036.2428986234295,3036.243,3036.0,3036.34,0.38134074211120605,0.14700000000000002,0.9391484,0.89391136,0.618659257888794,0.853,-0.072,4.3284,4.0,8.4119,5.0,1.05,1.03,0.98,8.44,-6.57,-7.87,10260601873.945635,True
Cr 1,3036.412904253743,3036.4092,3036.35,3036.47,0.8238131999969482,0.73,0.8921122,0.8662227,0.17618680000305176,0.27,-1.118,3.0133,3.0,7.0966,4.0,1.55,1.33,1.01,8.31,-5.01,-7.54,122312705.93666714,True
Fe 1,3036.6241477224853,3036.6201,3036.48,3036.86,0.16462397575378418,0.04400000000000004,0.8660766,0.8801843,0.8353760242462158,0.956,-0.752,3.0385,2.0,7.1214,3.0,2.33,1.84,1.35,7.63,-4.05,-7.29,19271427348.580482,True
Cu 1,3036.9831405698965,3036.9833,3036.87,3037.05,0.6651648283004761,0.489,0.87998414,0.8246045,0.3348351716995239,0.511,-2.347,1.6422,1.5,5.7247,1.5,0.8,0.69,0.75,8.03,-6.2,-7.84,1227221641.5612319,True
Er 2,3037.109298292509,3037.1047,3037.06,3037.14,0.7966470718383789,0.796,0.8272689,0.81045,0.2033529281616211,0.204,0.618,1.4022,7.5,5.4845,8.5,1.28,1.17,0.74,0.0,0.0,0.0,30320843.760277163,True
Zr 2,3037.270467151729,3037.2747,3037.15,3037.33,0.4548797607421875,0.14800000000000002,0.81217283,0.666708,0.5451202392578125,0.852,-0.58,0.5586,2.5,4.6407,3.5,1.17,1.27,1.38,0.0,0.0,0.0,3318644016.548923,True
Zr 2,3037.3960445641037,3037.3868,3037.34,3037.41,0.5319223403930664,0.29100000000000004,0.6668704,0.5439281,0.4680776596069336,0.709,-0.96,0.5267,1.5,4.6086,2.5,0.81,1.14,1.39,0.0,0.0,0.0,572999800.3447211,True
Fe 1,3037.472745340796,3037.4738,3037.42,3037.55,0.45129895210266113,0.19699999999999995,0.54766756,0.6566893,0.5487010478973389,0.803,-2.08,3.2671,5.0,7.3489,6.0,1.03,1.1,1.28,7.58,-3.65,-7.28,1484499549.2136767,True
Ti 2,3037.6579998140746,3037.6596,3037.56,3037.73,0.3627115488052368,0.22699999999999998,0.6508267,0.52605164,0.6372884511947632,0.773,-2.06,1.5658,1.5,5.6473,1.5,0.8,1.31,1.05,8.26,-6.49,-7.83,2642776076.334999,True
Cr 1,3037.933993075762,3037.9289,3037.74,3038.0,0.08496785163879395,0.028000000000000025,0.5260305,0.15746489,0.915032148361206,0.972,-0.32,1.03,4.0,5.1112,4.0,1.5,1.36,1.43,8.59,-5.93,376.281,4789764532.3991375,True
Fe 1,3038.27244775352,3038.2725,3038.01,3038.57,0.023147746920585632,0.0050000000000000044,0.15711394,0.16228813,0.9768522530794144,0.995,-0.663,0.1101,1.0,4.1909,2.0,1.5,1.5,1.49,8.29,-6.16,275.263,1846034141.198631,True
Fe 1,3038.6701643921815,3038.6635,3038.58,3038.72,0.07196429371833801,0.025000000000000022,0.16392165,0.097600415,0.928035706281662,0.975,-2.624,0.9901,2.0,5.0703,2.0,1.0,1.99,1.49,7.48,-6.22,-7.83,1128647009.8024776,True
Ni 1,3038.8171752073995,3038.8171,3038.73,3039.1,0.03157418966293335,0.006000000000000005,0.095788956,0.53682,0.9684258103370667,0.994,-0.687,0.0254,3.0,4.1054,3.0,1.19,1.33,1.26,8.08,-6.16,-7.81,6083540991.0687065,True
Co 1,3039.193137427604,3039.1895,3039.11,3039.3,0.22633695602416992,0.31999999999999995,0.53504825,0.71067494,0.7736630439758301,0.68,-2.229,0.9227,3.5,5.0023,2.5,1.15,1.37,0.87,8.59,-5.98,-7.73,9353154437.890594,True
Cr 2,3039.4006080233657,3039.4031,3039.31,3039.51,0.32538914680480957,0.843,0.7116999,0.7974259,0.6746108531951904,0.157,-2.431,4.0116,3.5,8.0908,3.5,1.14,0.92,1.03,8.31,-6.58,213.229,7920560219.31364,True
Ti 2,3039.630412478595,3039.611,3039.52,3039.75,0.22763311862945557,0.10599999999999998,0.7989726,0.7951711,0.7723668813705444,0.894,-1.49,1.5839,5.5,5.6628,4.5,1.09,0.91,1.5,8.31,-6.44,-7.85,14297444347.099201,True
Ge 1,3039.945947280726,3039.9514,3039.76,3040.04,0.2345414161682129,0.03600000000000003,0.7938213,0.7647428,0.7654585838317871,0.964,0.02,0.8834,2.0,4.9619,1.0,1.01,1.07,0.98,0.0,0.0,0.0,12097769147.469713,True
Ca 1,3040.0706483333875,3040.0721,3040.05,3040.1,0.7539051473140717,0.734,0.7641506,0.7740273,0.24609485268592834,0.266,-2.798,1.8858,1.0,5.9641,1.0,1.5,2.0,1.75,6.26,-2.84,-6.61,25590709.79194335,True
Fe 1,3040.2085530022646,3040.2016,3040.11,3040.34,0.21237659454345703,0.04600000000000004,0.77895766,0.8857966,0.787623405456543,0.954,-1.541,2.4327,5.0,6.5109,6.0,1.04,1.02,0.97,8.05,-6.09,315.246,17174932346.66809,True
Fe 1,3040.477680996104,3040.4832,3040.35,3040.56,0.21690154075622559,0.06599999999999995,0.8868514,0.6270157,0.7830984592437744,0.934,-1.316,2.998,3.0,7.0758,3.0,1.91,1.58,1.74,7.62,-4.27,-7.3,14508927827.862549,True
V 2,3040.6511102261356,3040.6514,3040.57,3040.87,0.16306829452514648,0.736,0.6210165,0.86568874,0.8369317054748535,0.264,-1.051,2.6013,2.0,6.6789,2.0,1.02,1.1,1.06,8.5,-6.49,-7.85,17337222078.737766,True
Fe 1,3040.924550661496,3040.9155,3040.88,3040.97,0.8496558219194412,0.869,0.86471045,0.85853606,0.15034417808055878,0.131,-2.964,3.6946,4.0,7.7718,4.0,0.98,1.19,1.09,8.29,-3.24,-7.02,7824797.675006664,True
Fe 1,3041.3148778710224,3041.3117,3040.98,3041.44,0.04240471124649048,0.009000000000000008,0.85863006,0.3056237,0.9575952887535095,0.991,-1.428,0.9146,4.0,4.9913,5.0,1.35,1.39,1.47,8.78,-5.79,423.295,13578659436.318834,True
Mn 1,3041.468720685696,3041.4846,3041.45,3041.57,0.2829219102859497,0.10399999999999998,0.30375534,0.7462264,0.7170780897140503,0.896,0.115,3.1344,2.5,7.2109,2.5,0.57,0.58,0.57,8.3,-6.18,-7.79,5255511850.05544,True
Fe 2,3041.737444362716,3041.7308,3041.58,3041.77,0.10912364721298218,0.5860000000000001,0.7381612,0.13030002,0.8908763527870178,0.414,-2.832,4.1536,3.5,8.2297,3.5,0.88,1.21,1.05,8.66,-6.53,177.263,7743575248.339198,True
Os 1,3041.7838559099746,3041.7849,3041.78,3041.77,0.1266290247440338,0.636,0.12982406,0.13030002,0.8733709752559662,0.364,-0.59,0.3398,2.0,4.4158,3.0,1.44,1.51,1.58,0.0,0.0,0.0,0.0,True
Mn 1,3042.1054869745017,3042.1046,3042.03,3042.18,0.7240883111953735,0.5349999999999999,0.85540956,0.8546486,0.27591168880462646,0.465,-1.03,3.1353,3.5,7.2109,2.5,0.98,0.58,1.49,8.3,-6.18,382.256,613180782.9724529,True
V 2,3042.31979394243,3042.3072,3042.19,3042.41,0.32094907760620117,0.17100000000000004,0.85655874,0.50258857,0.6790509223937988,0.829,-0.49,2.026,3.0,6.1014,3.0,0.76,0.99,0.88,8.4,-6.54,-7.86,6168579528.897843,True
Fe 1,3042.5590773397194,3042.5872,3042.42,3042.55,0.05055055022239685,0.746,0.50757635,0.051472906,0.9494494497776031,0.254,-2.884,3.4302,1.0,7.5051,2.0,-0.01,-0.01,-0.01,8.85,-4.93,-7.64,8858932368.929052,True
Fe 1,3042.615961326134,3042.6236,3042.42,3042.73,0.03717580437660217,0.008000000000000007,0.50757635,0.24327002,0.9628241956233978,0.992,-1.188,0.9582,3.0,5.0331,4.0,1.25,1.33,1.45,8.78,-5.8,-7.67,12416001184.845737,True
Fe 1,3042.7921253180098,3042.7822,3042.74,3042.81,0.19495436549186707,0.125,0.24547608,0.20240982,0.8050456345081329,0.875,-1.766,3.2515,3.0,7.3262,3.0,1.34,1.16,1.25,7.97,-4.8,-7.26,245516563.6313443,True
Fe 1,3042.906469285143,3042.9046,3042.82,3043.08,0.050496459007263184,0.010000000000000009,0.2016195,0.60301524,0.9495035409927368,0.99,-1.487,1.0111,1.0,5.0856,2.0,-0.01,1.0,1.5,8.78,-5.79,446.293,9962982625.788982,True
V 2,3043.1504057514926,3043.1516,3043.09,3043.26,0.34853363037109375,0.131,0.5943706,0.7470182,0.6514663696289062,0.869,-0.285,2.026,3.0,6.1002,2.0,0.76,0.63,0.89,8.41,-6.48,-7.86,5651936986.537098,True
Ti 2,3043.3973414777156,3043.4244,3043.27,3043.4,0.16774320602416992,0.884,0.7449947,0.17165631,0.8322567939758301,0.116,0.126,5.4232,3.5,9.497,3.5,0.89,0.89,0.89,8.81,-5.62,-7.64,8240027241.4236145,True
Fe 1,3043.551354901993,3043.5499,3043.27,3043.83,0.04016473889350891,0.009000000000000008,0.7449947,0.77461576,0.9598352611064911,0.991,-1.297,0.9901,2.0,5.0638,3.0,1.0,1.25,1.51,8.78,-5.79,440.293,17725350252.32075,True
Fe 1,3043.9052208570406,3043.9048,3043.84,3043.93,0.6482448577880859,0.367,0.7767766,0.68004215,0.35175514221191406,0.633,-3.071,2.6085,2.0,6.6817,3.0,0.66,1.48,2.29,7.84,-5.47,-7.54,428429673.01896787,True
Mn 2,3044.009284122359,3044.0075,3043.94,3044.12,0.3995962142944336,0.402,0.6873547,0.9048473,0.6004037857055664,0.598,-0.801,4.5086,1.0,8.5817,1.0,1.47,1.47,1.47,8.46,-6.47,-7.88,7201250705.618923,True
Fe 1,3044.2514379092568,3044.2557,3044.13,3044.34,0.25254368782043457,0.07199999999999995,0.90400994,0.8123149,0.7474563121795654,0.928,-1.419,2.998,3.0,7.0708,2.0,1.91,1.76,2.06,7.65,-4.13,-7.29,16325782974.55606,True
OH 1,3044.428213912046,3044.4279,3044.35,3044.54,0.35062646865844727,0.848,0.8119396,0.91525275,0.6493735313415527,0.152,-1.891,1.5694,17.5,5.6419,17.5,99.0,99.0,99.0,0.0,0.0,0.0,11088582650.06247,True
Ti 2,3044.7406919078653,3044.7327,3044.55,3044.8,0.2642037868499756,0.09099999999999997,0.9124575,0.57327557,0.7357962131500244,0.909,-1.36,1.5658,1.5,5.6379,0.5,0.8,0.67,0.83,8.26,-6.49,-7.83,9120126249.460335,True
Co 1,3044.893816682814,3044.8893,3044.81,3045.15,0.12545156478881836,0.01200000000000001,0.58621335,0.8548495,0.8745484352111816,0.988,-0.59,0.0,4.5,4.0719,4.5,1.33,1.31,1.32,8.23,-6.1,288.278,16676495586.3832,True
Fe 1,3044.9721978581715,3044.9906,3044.97,3045.15,0.3233100175857544,0.30900000000000005,0.32876158,0.8548495,0.6766899824142456,0.691,-2.351,3.2367,6.0,7.3085,6.0,1.17,1.03,1.1,8.79,-5.42,-7.62,4616500420.165878,True
OH 1,3045.2094974110937,3045.2105,3045.16,3045.31,0.7889511585235596,0.871,0.85368395,0.9361547,0.21104884147644043,0.129,-3.43,0.0676,5.5,4.139,6.5,99.0,99.0,99.0,0.0,0.0,0.0,392297081.80523705,True
Mn 1,3045.449492862656,3045.4493,3045.32,3045.61,0.2960622310638428,0.05300000000000005,0.9361044,0.90938294,0.7039377689361572,0.947,-0.2,2.1142,4.5,6.1853,3.5,1.56,1.71,1.29,8.3,-5.2,230.253,15113129369.331985,True
Fe 2,3045.733546263083,3045.7253,3045.62,3045.77,0.336104154586792,0.14400000000000002,0.9097041,0.4387824,0.663895845413208,0.856,-1.761,3.9674,3.5,8.0381,4.5,1.12,1.1,1.06,8.51,-6.58,215.194,6888220048.949755,True
Ni 1,3045.9191104081465,3045.8939,3045.78,3046.14,0.03921014070510864,0.013000000000000012,0.45053592,0.89187074,0.9607898592948914,0.987,-1.937,0.1652,3.0,4.2357,2.0,1.19,1.08,1.3,8.07,-6.16,-7.82,21098535464.31391,True
Fe 2,3046.23074555956,3046.2099,3046.15,3046.22,0.8634442538022995,0.895,0.8937116,0.8637453,0.1365557461977005,0.105,-2.375,5.5688,3.5,9.6389,2.5,1.14,0.89,1.46,8.62,-6.53,177.265,16450564.913572121,True
Fe 1,3046.4637055363087,3046.4734,3046.15,3046.55,0.17867207527160645,0.049000000000000044,0.8937116,0.7497494,0.8213279247283936,0.951,-1.565,2.4534,4.0,6.5232,5.0,0.81,1.03,1.48,8.02,-5.23,-7.67,17351421353.25123,True
Fe 1,3046.6488780360623,3046.6346,3046.56,3046.84,0.3983389139175415,0.26,0.76198703,0.83389723,0.6016610860824585,0.74,-3.214,2.2786,2.0,6.3482,2.0,1.51,0.8,1.15,7.54,-6.14,-7.81,5301838032.120116,True
